ENSEGOT00005000002.1	MTRR
ENSEGOT00005013277.1	SIPA1L2
ENSEGOT00005013282.1	SIPA1L2
ENSEGOT00005013274.1	KIF1A
ENSEGOT00005013284.1	NXPH4
ENSEGOT00005013289.1	DISC1
ENSEGOT00005013293.1	DISC1
ENSEGOT00005013295.1	ANKRD34B
ENSEGOT00005013296.1	LOC115492494
ENSEGOT00005013297.1	DISC1
ENSEGOT00005013302.1	TFCP2
ENSEGOT00005013304.1	TFCP2
ENSEGOT00005013300.1	EGLN1
ENSEGOT00005013303.1	EGLN1
ENSEGOT00005013305.1	EXOC8
ENSEGOT00005013319.1	GALNT5
ENSEGOT00005013321.1	GALNT5
ENSEGOT00005013306.1	ANKRD34B
ENSEGOT00005013308.1	TFCP2
ENSEGOT00005013307.1	SPRTN
ENSEGOT00005013313.1	LOC115492494
ENSEGOT00005013314.1	RHOU
ENSEGOT00005013315.1	GNG13
ENSEGOT00005013323.1	RAB4A
ENSEGOT00005013327.1	RAB4A
ENSEGOT00005013328.1	ERMN
ENSEGOT00005013330.1	LOC100225196
ENSEGOT00005013329.1	CCSAP
ENSEGOT00005013331.1	CYTIP
ENSEGOT00005013332.1	LOC100225858
ENSEGOT00005013333.1	ACTA1
ENSEGOT00005013338.1	ACVR1C
ENSEGOT00005013337.1	NUP133
ENSEGOT00005013340.1	ACVR1
ENSEGOT00005013350.1	LOC100222111
ENSEGOT00005013356.1	LOC100222111
ENSEGOT00005013361.1	LOC100222111
ENSEGOT00005013366.1	LOC100222111
ENSEGOT00005013369.1	LOC100222111
ENSEGOT00005013371.1	LOC100222111
ENSEGOT00005013403.1	LOC100222111
ENSEGOT00005013413.1	LOC100222111
ENSEGOT00005013348.1	UPP2
ENSEGOT00005013351.1	UPP2
ENSEGOT00005013384.1	ABCB10
ENSEGOT00005013387.1	ABCB10
ENSEGOT00005013389.1	ABCB10
ENSEGOT00005013393.1	ABCB10
ENSEGOT00005013355.1	CCDC148
ENSEGOT00005013358.1	XKR6
ENSEGOT00005013360.1	OvoDB1
ENSEGOT00005013367.1	LOC115494628
ENSEGOT00005013985.1	PCCA
ENSEGOT00005014010.1	PCCA
ENSEGOT00005014017.1	PCCA
ENSEGOT00005014041.1	PCCA
ENSEGOT00005014049.1	PCCA
ENSEGOT00005014053.1	PCCA
ENSEGOT00005014055.1	PCCA
ENSEGOT00005014060.1	PCCA
ENSEGOT00005014066.1	PCCA
ENSEGOT00005014073.1	PCCA
ENSEGOT00005013374.1	PKP4
ENSEGOT00005013378.1	PKP4
ENSEGOT00005013386.1	PKP4
ENSEGOT00005013762.1	GAK
ENSEGOT00005013775.1	GAK
ENSEGOT00005013780.1	GAK
ENSEGOT00005013791.1	GAK
ENSEGOT00005013798.1	GAK
ENSEGOT00005013851.1	GAK
ENSEGOT00005013860.1	GAK
ENSEGOT00005013375.1	MTMR9
ENSEGOT00005013390.1	ARHGEF33
ENSEGOT00005013394.1	ARHGEF33
ENSEGOT00005013376.1	LOC100225383
ENSEGOT00005013381.1	TIMM44
ENSEGOT00005013385.1	LOC101234062
ENSEGOT00005013388.1	TIMM44
ENSEGOT00005013397.1	TAF5L
ENSEGOT00005013398.1	TIMM44
ENSEGOT00005013399.1	FAM167A
ENSEGOT00005013400.1	DAPL1
ENSEGOT00005013402.1	URB2
ENSEGOT00005013405.1	TIMM44
ENSEGOT00005013408.1	BLK
ENSEGOT00005013412.1	TANC1
ENSEGOT00005013411.1	GALNT2
ENSEGOT00005013423.1	DHX57
ENSEGOT00005013426.1	DHX57
ENSEGOT00005013417.1	GATA4
ENSEGOT00005013418.1	PGBD5
ENSEGOT00005013419.1	NEIL2
ENSEGOT00005013421.1	WDSUB1
ENSEGOT00005013422.1	COG2
ENSEGOT00005013424.1	FDFT1
ENSEGOT00005013425.1	UBA1
ENSEGOT00005013427.1	BAZ2B
ENSEGOT00005013430.1	UBA1
ENSEGOT00005013429.1	CTSB
ENSEGOT00005013432.1	CTSB
ENSEGOT00005013437.1	AGT
ENSEGOT00005013444.1	AGT
ENSEGOT00005013440.1	GSC2
ENSEGOT00005013447.1	LOC100226218
ENSEGOT00005013450.1	CAPN9
ENSEGOT00005013463.1	GALM
ENSEGOT00005013460.1	SLC35E1
ENSEGOT00005013461.1	SLC35E1
ENSEGOT00005013454.1	C1orf198
ENSEGOT00005013462.1	TBC1D12
ENSEGOT00005013472.1	TBC1D12
ENSEGOT00005013487.1	LOC100222111
ENSEGOT00005013498.1	LOC100222111
ENSEGOT00005013504.1	LOC100222111
ENSEGOT00005013514.1	LOC100222111
ENSEGOT00005013519.1	LOC100222111
ENSEGOT00005013523.1	LOC100222111
ENSEGOT00005013525.1	LOC100222111
ENSEGOT00005013533.1	LOC100222111
ENSEGOT00005013466.1	MED26
ENSEGOT00005013467.1	FMOD
ENSEGOT00005013471.1	ATL2
ENSEGOT00005013474.1	ATL2
ENSEGOT00005013475.1	TMEM38A
ENSEGOT00005013479.1	TMEM38A
ENSEGOT00005013481.1	COPS8
ENSEGOT00005013480.1	ARSG
ENSEGOT00005013482.1	ATL2
ENSEGOT00005013486.1	ATL2
ENSEGOT00005013492.1	ATL2
ENSEGOT00005013493.1	WIPI1
ENSEGOT00005013496.1	WIPI1
ENSEGOT00005013500.1	WIPI1
ENSEGOT00005013554.1	TTC13
ENSEGOT00005013564.1	TTC13
ENSEGOT00005013565.1	TTC13
ENSEGOT00005013566.1	TTC13
ENSEGOT00005013571.1	TTC13
ENSEGOT00005013575.1	TTC13
ENSEGOT00005013577.1	TTC13
ENSEGOT00005013505.1	EIF4A3
ENSEGOT00005013507.1	EIF4A3
ENSEGOT00005013538.1	SIN3B
ENSEGOT00005013541.1	SIN3B
ENSEGOT00005013542.1	SIN3B
ENSEGOT00005013510.1	PRKAR1A
ENSEGOT00005013512.1	GINS1
ENSEGOT00005013518.1	FAM20A
ENSEGOT00005013520.1	FAM163B
ENSEGOT00005013521.1	DSTYK
ENSEGOT00005013522.1	FAM163B
ENSEGOT00005013529.1	TMCC2
ENSEGOT00005013530.1	TMCC2
ENSEGOT00005013531.1	FAM163B
ENSEGOT00005013537.1	FAM163B
ENSEGOT00005013536.1	LOC115492494
ENSEGOT00005013545.1	LOC115492581
ENSEGOT00005013544.1	F2RL3
ENSEGOT00005013547.1	LOC100223114
ENSEGOT00005013555.1	LOC100223114
ENSEGOT00005013573.1	LOC100223114
ENSEGOT00005013595.1	LOC100223114
ENSEGOT00005013550.1	TYSND1
ENSEGOT00005013556.1	NUAK2
ENSEGOT00005013558.1	NUAK2
ENSEGOT00005013561.1	NUAK2
ENSEGOT00005013567.1	NUAK2
ENSEGOT00005013549.1	ZBTB7A
ENSEGOT00005013560.1	CPAMD8
ENSEGOT00005013574.1	CPAMD8
ENSEGOT00005013553.1	TFCP2
ENSEGOT00005013559.1	TFCP2
ENSEGOT00005013562.1	LOC115492778
ENSEGOT00005013563.1	TFCP2
ENSEGOT00005013568.1	LOC115492778
ENSEGOT00005013570.1	KLHDC8A
ENSEGOT00005013576.1	CDK5RAP3
ENSEGOT00005013579.1	CDK18
ENSEGOT00005013584.1	ARV1
ENSEGOT00005013589.1	FAM89A
ENSEGOT00005013587.1	CCDC124
ENSEGOT00005013591.1	SALL1
ENSEGOT00005013594.1	CCDC124
ENSEGOT00005013597.1	TRIM67
ENSEGOT00005013601.1	MFSD4A
ENSEGOT00005013604.1	MFSD4A
ENSEGOT00005013598.1	HAUS8
ENSEGOT00005013602.1	CYLD
ENSEGOT00005013603.1	C1orf131
ENSEGOT00005013605.1	C1orf131
ENSEGOT00005013609.1	POLR3C
ENSEGOT00005013607.1	ELK4
ENSEGOT00005013608.1	SNX20
ENSEGOT00005013612.1	NKD1
ENSEGOT00005013613.1	RNF115
ENSEGOT00005013614.1	GNPAT
ENSEGOT00005013616.1	GNPAT
ENSEGOT00005013618.1	LOC115497648
ENSEGOT00005013626.1	KLF15
ENSEGOT00005013628.1	KLF15
ENSEGOT00005013631.1	KLF15
ENSEGOT00005013622.1	POLR3C
ENSEGOT00005013619.1	CLIC3
ENSEGOT00005013621.1	CLIC3
ENSEGOT00005013624.1	CLIC3
ENSEGOT00005013623.1	BRD7
ENSEGOT00005013625.1	GNPAT
ENSEGOT00005013634.1	POLR3C
ENSEGOT00005013632.1	TBP
ENSEGOT00005013633.1	TBP
ENSEGOT00005013636.1	ADCY7
ENSEGOT00005013637.1	LOC115492493
ENSEGOT00005013639.1	SLC45A3
ENSEGOT00005013643.1	MYO9B
ENSEGOT00005013658.1	MYO9B
ENSEGOT00005013683.1	MYO9B
ENSEGOT00005013708.1	MYO9B
ENSEGOT00005013723.1	MYO9B
ENSEGOT00005013638.1	PSMB1
ENSEGOT00005015127.1	LOC100219793
ENSEGOT00005015136.1	LOC100219793
ENSEGOT00005015139.1	LOC100219793
ENSEGOT00005015141.1	LOC100219793
ENSEGOT00005015172.1	LOC100219793
ENSEGOT00005015175.1	LOC100219793
ENSEGOT00005015183.1	LOC100219793
ENSEGOT00005015187.1	LOC100219793
ENSEGOT00005015191.1	LOC100219793
ENSEGOT00005015211.1	LOC100219793
ENSEGOT00005013640.1	ENTPD2
ENSEGOT00005013641.1	LOC105758886
ENSEGOT00005013648.1	POLR3C
ENSEGOT00005013646.1	NUCKS1
ENSEGOT00005013644.1	FAM120B
ENSEGOT00005013645.1	SAPCD2
ENSEGOT00005013649.1	LOC100225730
ENSEGOT00005013651.1	UAP1L1
ENSEGOT00005013650.1	DLL1
ENSEGOT00005013656.1	UNC5D
ENSEGOT00005013652.1	CAMTA2
ENSEGOT00005013653.1	LOC100225730
ENSEGOT00005013657.1	LOC100225730
ENSEGOT00005013659.1	MAN1B1
ENSEGOT00005013663.1	SMIM11
ENSEGOT00005013678.1	TENT4B
ENSEGOT00005013682.1	TENT4B
ENSEGOT00005013686.1	TENT4B
ENSEGOT00005013689.1	TENT4B
ENSEGOT00005013665.1	ERMARD
ENSEGOT00005013672.1	ERMARD
ENSEGOT00005013668.1	DPP7
ENSEGOT00005013673.1	KCNE1
ENSEGOT00005013675.1	NOB1
ENSEGOT00005013681.1	NOB1
ENSEGOT00005013679.1	RCAN1
ENSEGOT00005013685.1	DYNLT2
ENSEGOT00005013692.1	LOC100225375
ENSEGOT00005013688.1	LOC115492161
ENSEGOT00005013693.1	NFAT5
ENSEGOT00005013691.1	PHF10
ENSEGOT00005013694.1	RUNX1
ENSEGOT00005013697.1	CCDC124
ENSEGOT00005013698.1	C3H6orf120
ENSEGOT00005013699.1	RUNX1
ENSEGOT00005013700.1	DDX47
ENSEGOT00005013702.1	CCDC124
ENSEGOT00005013705.1	WDR27
ENSEGOT00005013707.1	LOC115494833
ENSEGOT00005013709.1	LOC100225315
ENSEGOT00005013712.1	THBS2
ENSEGOT00005013811.1	ABCA5
ENSEGOT00005013843.1	ABCA5
ENSEGOT00005013713.1	HEBP1
ENSEGOT00005013714.1	USP28
ENSEGOT00005013716.1	ARHGAP17
ENSEGOT00005013721.1	TANGO6
ENSEGOT00005013715.1	SMOC2
ENSEGOT00005013722.1	FAM234B
ENSEGOT00005013725.1	FAM234B
ENSEGOT00005013727.1	DACT2
ENSEGOT00005013736.1	PIAS4
ENSEGOT00005013741.1	PIAS4
ENSEGOT00005013745.1	PIAS4
ENSEGOT00005013729.1	FRMD1
ENSEGOT00005013743.1	CDH1
ENSEGOT00005013753.1	CDH1
ENSEGOT00005013756.1	CDH1
ENSEGOT00005013733.1	GSG1
ENSEGOT00005013735.1	GSG1
ENSEGOT00005013738.1	GSG1
ENSEGOT00005013742.1	GSG1
ENSEGOT00005013796.1	HEATR3
ENSEGOT00005013806.1	HEATR3
ENSEGOT00005013813.1	HEATR3
ENSEGOT00005013815.1	HEATR3
ENSEGOT00005013739.1	KIF25
ENSEGOT00005013737.1	USE1
ENSEGOT00005013790.1	ATRN
ENSEGOT00005013799.1	ATRN
ENSEGOT00005013812.1	ATRN
ENSEGOT00005013746.1	EMP1
ENSEGOT00005013749.1	INSR
ENSEGOT00005013752.1	LOC100224083
ENSEGOT00005013758.1	GDF1
ENSEGOT00005013764.1	AFDN
ENSEGOT00005013774.1	AFDN
ENSEGOT00005013783.1	AFDN
ENSEGOT00005013788.1	AFDN
ENSEGOT00005013769.1	GRIN2B
ENSEGOT00005013772.1	GRIN2B
ENSEGOT00005013763.1	GDF1
ENSEGOT00005013767.1	TSPAN33
ENSEGOT00005013779.1	ATF7IP
ENSEGOT00005013784.1	PLBD1
ENSEGOT00005013785.1	GAS8
ENSEGOT00005013787.1	LOC115498132
ENSEGOT00005013789.1	DBNDD1
ENSEGOT00005013847.1	ARHGEF18
ENSEGOT00005013852.1	ARHGEF18
ENSEGOT00005013854.1	ARHGEF18
ENSEGOT00005013858.1	ARHGEF18
ENSEGOT00005013868.1	ARHGEF18
ENSEGOT00005013793.1	LOC115498132
ENSEGOT00005013794.1	DEF8
ENSEGOT00005013802.1	TUBB3
ENSEGOT00005013830.1	GUCY2C
ENSEGOT00005013835.1	GUCY2C
ENSEGOT00005013839.1	GUCY2C
ENSEGOT00005013808.1	MC1R
ENSEGOT00005013809.1	LOC100223290
ENSEGOT00005013823.1	UNC93A
ENSEGOT00005013818.1	TCF25
ENSEGOT00005013821.1	LOC115492778
ENSEGOT00005013820.1	CNEP1R1
ENSEGOT00005013822.1	NEU3
ENSEGOT00005013826.1	LOC115492778
ENSEGOT00005013827.1	CENPJ
ENSEGOT00005013829.1	PAIP2
ENSEGOT00005013836.1	PAIP2
ENSEGOT00005013833.1	ZNF423
ENSEGOT00005013838.1	ZNF423
ENSEGOT00005013832.1	CCR6
ENSEGOT00005013842.1	FANCA
ENSEGOT00005013841.1	CEP43
ENSEGOT00005013844.1	PAIP2
ENSEGOT00005013845.1	CBLN1
ENSEGOT00005013846.1	IFT56
ENSEGOT00005013848.1	RNASET2
ENSEGOT00005013850.1	MAP2K6
ENSEGOT00005013857.1	SLC23A1
ENSEGOT00005013853.1	N4BP1
ENSEGOT00005013855.1	N4BP1
ENSEGOT00005013870.1	TYMP
ENSEGOT00005013875.1	TYMP
ENSEGOT00005013856.1	KCNJ16
ENSEGOT00005013861.1	LOC100229350
ENSEGOT00005013864.1	ZNF276
ENSEGOT00005013863.1	KCNJ2
ENSEGOT00005013866.1	SIAH1
ENSEGOT00005013867.1	SOX9
ENSEGOT00005013874.1	TMEM175
ENSEGOT00005013890.1	UBN2
ENSEGOT00005013895.1	UBN2
ENSEGOT00005013871.1	LOC100223666
ENSEGOT00005013878.1	DNAJC18
ENSEGOT00005013881.1	LONP2
ENSEGOT00005013889.1	LONP2
ENSEGOT00005013882.1	LOC101233818
ENSEGOT00005013887.1	ATP5ME
ENSEGOT00005013886.1	SLC39A11
ENSEGOT00005013888.1	ECSCR
ENSEGOT00005013893.1	PEX11G
ENSEGOT00005013891.1	LOC115495259
ENSEGOT00005013894.1	LOC100227104
ENSEGOT00005013896.1	SSTR2
ENSEGOT00005013897.1	SMIM33
ENSEGOT00005013898.1	LOC100220759
ENSEGOT00005013899.1	FMC1
ENSEGOT00005013913.1	PDE6B
ENSEGOT00005013901.1	ARRDC2
ENSEGOT00005013908.1	ARRDC2
ENSEGOT00005013902.1	LOC100224639
ENSEGOT00005013904.1	LNPK
ENSEGOT00005013903.1	PCDH12
ENSEGOT00005013906.1	COG1
ENSEGOT00005013905.1	LUC7L2
ENSEGOT00005013909.1	LOC115495260
ENSEGOT00005013912.1	LUC7L2
ENSEGOT00005013915.1	EVX2
ENSEGOT00005013917.1	DDHD2
ENSEGOT00005013922.1	VCF2
ENSEGOT00005013920.1	LOC100189957
ENSEGOT00005013921.1	LOC100232117
ENSEGOT00005013928.1	HOXD13
ENSEGOT00005013925.1	PLPP5
ENSEGOT00005013927.1	LOC100223480
ENSEGOT00005013929.1	SPATA2L
ENSEGOT00005013932.1	LOC105760438
ENSEGOT00005013934.1	MAST3
ENSEGOT00005013933.1	HOXD12
ENSEGOT00005013936.1	LOC100223480
ENSEGOT00005013942.1	IDUA
ENSEGOT00005013941.1	CDK10
ENSEGOT00005013937.1	LOC115495261
ENSEGOT00005013940.1	HOXD11
ENSEGOT00005013946.1	CDC42EP4
ENSEGOT00005013947.1	POLDIP3
ENSEGOT00005013952.1	POLDIP3
ENSEGOT00005013944.1	HOXD10
ENSEGOT00005013949.1	CHMP1A
ENSEGOT00005013950.1	HOXD9
ENSEGOT00005013970.1	NSDHL
ENSEGOT00005013955.1	HOXD8
ENSEGOT00005013959.1	PIK3R2
ENSEGOT00005013963.1	DPEP1
ENSEGOT00005013968.1	DPEP1
ENSEGOT00005013961.1	RRP7A
ENSEGOT00005013964.1	HOXD4
ENSEGOT00005013967.1	HOXD3
ENSEGOT00005013974.1	HOXB1
ENSEGOT00005013972.1	IFI30
ENSEGOT00005013975.1	SERHL2
ENSEGOT00005013979.1	SERHL2
ENSEGOT00005013981.1	MTX2
ENSEGOT00005013982.1	LARP6
ENSEGOT00005013984.1	LOC100230348
ENSEGOT00005013991.1	LOC100232337
ENSEGOT00005013989.1	LOC100225312
ENSEGOT00005013994.1	CPNE7
ENSEGOT00005013995.1	RFX2
ENSEGOT00005013996.1	NFAM1
ENSEGOT00005013998.1	HNRNPA3
ENSEGOT00005014000.1	TCF20
ENSEGOT00005014070.1	NSD3
ENSEGOT00005014075.1	NSD3
ENSEGOT00005014088.1	NSD3
ENSEGOT00005014092.1	NSD3
ENSEGOT00005014094.1	NSD3
ENSEGOT00005014001.1	RPL13
ENSEGOT00005014002.1	GLOD5
ENSEGOT00005014003.1	ACSBG2
ENSEGOT00005014006.1	KCNN1
ENSEGOT00005014009.1	KCNN1
ENSEGOT00005014004.1	CYP2D6
ENSEGOT00005014005.1	NFE2L2
ENSEGOT00005014007.1	LOC100220779
ENSEGOT00005014008.1	SPG7
ENSEGOT00005014011.1	NDUFA6
ENSEGOT00005014012.1	AGPS
ENSEGOT00005014013.1	MLLT1
ENSEGOT00005014014.1	LOC100218354
ENSEGOT00005014038.1	SLC26A1
ENSEGOT00005014050.1	SLC26A1
ENSEGOT00005014062.1	SLC26A1
ENSEGOT00005014080.1	SLC26A1
ENSEGOT00005014098.1	SLC26A1
ENSEGOT00005014118.1	SLC26A1
ENSEGOT00005014125.1	SLC26A1
ENSEGOT00005014018.1	SMDT1
ENSEGOT00005014019.1	ANKRD11
ENSEGOT00005014021.1	GUCA1B
ENSEGOT00005014022.1	PHETA2
ENSEGOT00005014024.1	ACER1
ENSEGOT00005014023.1	LOC100224661
ENSEGOT00005014027.1	LOC100224661
ENSEGOT00005014026.1	RPL38
ENSEGOT00005014028.1	GUCA1B
ENSEGOT00005014029.1	NAGA
ENSEGOT00005014032.1	NAGA
ENSEGOT00005014030.1	KLF8
ENSEGOT00005014034.1	SLC22A31
ENSEGOT00005014033.1	TTYH2
ENSEGOT00005014035.1	RRAGB
ENSEGOT00005014036.1	TECR
ENSEGOT00005014039.1	ZNF414
ENSEGOT00005014042.1	TASOR2
ENSEGOT00005014044.1	WBP2NL
ENSEGOT00005014052.1	GUCA1B
ENSEGOT00005014054.1	MTMR8
ENSEGOT00005014057.1	MYO1F
ENSEGOT00005014110.1	PDE11A
ENSEGOT00005014115.1	PDE11A
ENSEGOT00005014059.1	SEPTIN3
ENSEGOT00005014058.1	GUCA1B
ENSEGOT00005014064.1	ASB12
ENSEGOT00005014063.1	SMIM45
ENSEGOT00005014068.1	AMER1
ENSEGOT00005014069.1	CENPM
ENSEGOT00005014071.1	ACSF3
ENSEGOT00005014078.1	ZIC2
ENSEGOT00005014083.1	ADAMTS10
ENSEGOT00005014082.1	SHISA8
ENSEGOT00005014084.1	ZIC5
ENSEGOT00005014085.1	ARHGEF9
ENSEGOT00005014091.1	ARHGEF9
ENSEGOT00005014096.1	ARHGEF9
ENSEGOT00005014103.1	ARHGEF9
ENSEGOT00005014087.1	BTBD17
ENSEGOT00005014090.1	SREBF2
ENSEGOT00005014095.1	GPR142
ENSEGOT00005014108.1	MLX
ENSEGOT00005014100.1	GPRC5C
ENSEGOT00005014102.1	LETM2
ENSEGOT00005014109.1	CLYBL
ENSEGOT00005014114.1	CLYBL
ENSEGOT00005014117.1	CLYBL
ENSEGOT00005014121.1	CLYBL
ENSEGOT00005014112.1	CBFA2T3
ENSEGOT00005014120.1	CBFA2T3
ENSEGOT00005014119.1	FGFR1
ENSEGOT00005014123.1	FGFR1
ENSEGOT00005014131.1	FGFR1
ENSEGOT00005014116.1	PDE6G
ENSEGOT00005014122.1	LOC100229347
ENSEGOT00005014133.1	LOC100229347
ENSEGOT00005014136.1	SLC35E1
ENSEGOT00005014138.1	SLC35E1
ENSEGOT00005014124.1	RBM45
ENSEGOT00005014127.1	TSPAN10
ENSEGOT00005014129.1	TSPAN10
ENSEGOT00005014137.1	ARHGAP23
ENSEGOT00005014143.1	ARHGAP23
ENSEGOT00005014146.1	MEI1
ENSEGOT00005014155.1	MEI1
ENSEGOT00005014161.1	MEI1
ENSEGOT00005014126.1	PABPN1L
ENSEGOT00005014128.1	TM9SF2
ENSEGOT00005014135.1	CHRNA6
ENSEGOT00005014134.1	OSBPL6
ENSEGOT00005014132.1	TRAPPC2L
ENSEGOT00005014139.1	NPLOC4
ENSEGOT00005014148.1	MLX
ENSEGOT00005014142.1	GALNS
ENSEGOT00005014144.1	CHRNB3
ENSEGOT00005014141.1	LOC100224757
ENSEGOT00005014145.1	MED26
ENSEGOT00005014147.1	UBAC2
ENSEGOT00005014159.1	PJVK
ENSEGOT00005014152.1	TMEM38A
ENSEGOT00005014168.1	THAP1
ENSEGOT00005014157.1	LOC100226530
ENSEGOT00005014154.1	GPR183
ENSEGOT00005014156.1	STX8
ENSEGOT00005014158.1	CDT1
ENSEGOT00005014171.1	MLX
ENSEGOT00005014160.1	GPR18
ENSEGOT00005014163.1	LOC100226530
ENSEGOT00005014162.1	GOLGA7
ENSEGOT00005014170.1	FAAP100
ENSEGOT00005014175.1	FAAP100
ENSEGOT00005014165.1	FKBP7
ENSEGOT00005014166.1	SNU13
ENSEGOT00005014167.1	CHIC1
ENSEGOT00005014169.1	GOLGA7
ENSEGOT00005014172.1	XRCC6
ENSEGOT00005014173.1	GOLGA7
ENSEGOT00005014174.1	PLEKHA3
ENSEGOT00005014179.1	PLEKHA3
ENSEGOT00005014178.1	LOC100217869
ENSEGOT00005014187.1	LOC100217869
ENSEGOT00005014202.1	SIN3B
ENSEGOT00005014208.1	SIN3B
ENSEGOT00005014180.1	DESI1
ENSEGOT00005014182.1	GOLGA7
ENSEGOT00005014183.1	FSCN2
ENSEGOT00005014184.1	PMM1
ENSEGOT00005014189.1	ACTB
ENSEGOT00005014190.1	CSDC2
ENSEGOT00005014193.1	RNF170
ENSEGOT00005014199.1	DOCK9
ENSEGOT00005014225.1	DOCK9
ENSEGOT00005014196.1	POLR3H
ENSEGOT00005014198.1	POLR3H
ENSEGOT00005014197.1	LOC100230322
ENSEGOT00005014201.1	CACNA2D2
ENSEGOT00005014200.1	LOC100219036
ENSEGOT00005014206.1	MLX
ENSEGOT00005014203.1	ACO2
ENSEGOT00005014204.1	MRPL49
ENSEGOT00005014205.1	LOC100228496
ENSEGOT00005014207.1	LOC100228496
ENSEGOT00005014209.1	MRPL49
ENSEGOT00005014212.1	PHF5A
ENSEGOT00005014214.1	LOC100219036
ENSEGOT00005014218.1	F2RL3
ENSEGOT00005014215.1	USP12
ENSEGOT00005014222.1	USP12
ENSEGOT00005014216.1	TOB2
ENSEGOT00005014228.1	C3orf18
ENSEGOT00005014227.1	TEF
ENSEGOT00005014230.1	TEF
ENSEGOT00005014238.1	CPAMD8
ENSEGOT00005014237.1	HEMK1
ENSEGOT00005014236.1	LOC100221700
ENSEGOT00005014239.1	LOC100219036
ENSEGOT00005014241.1	ZC3H7B
ENSEGOT00005014240.1	SLC16A2
ENSEGOT00005014242.1	MBD3
ENSEGOT00005014244.1	MBD3
ENSEGOT00005014243.1	CISH
ENSEGOT00005014245.1	MRPL49
ENSEGOT00005014247.1	RLIM
ENSEGOT00005014248.1	RLIM
ENSEGOT00005014249.1	MAPKAPK3
ENSEGOT00005014250.1	MRPL49
ENSEGOT00005014256.1	COPA
ENSEGOT00005014253.1	RANGAP1
ENSEGOT00005014252.1	NEXMIF
ENSEGOT00005014255.1	LOC100219036
ENSEGOT00005014257.1	HAUS8
ENSEGOT00005014351.1	TACC1
ENSEGOT00005014353.1	TACC1
ENSEGOT00005014361.1	TACC1
ENSEGOT00005014367.1	TACC1
ENSEGOT00005014371.1	TACC1
ENSEGOT00005014375.1	TACC1
ENSEGOT00005014382.1	TACC1
ENSEGOT00005014391.1	TACC1
ENSEGOT00005014266.1	GDF1
ENSEGOT00005014268.1	GDF1
ENSEGOT00005014271.1	L3MBTL2
ENSEGOT00005014272.1	L3MBTL2
ENSEGOT00005014277.1	L3MBTL2
ENSEGOT00005014275.1	DOCK3
ENSEGOT00005014284.1	DOCK3
ENSEGOT00005014273.1	LOC100225730
ENSEGOT00005014274.1	HDAC5
ENSEGOT00005014276.1	LOC100225730
ENSEGOT00005014291.1	CTU2
ENSEGOT00005014278.1	ACTR10
ENSEGOT00005014279.1	CDK5RAP1
ENSEGOT00005014280.1	LOC100225730
ENSEGOT00005014285.1	RFC5
ENSEGOT00005014290.1	EP300
ENSEGOT00005014299.1	EP300
ENSEGOT00005014293.1	WSB2
ENSEGOT00005014292.1	PAXBP1
ENSEGOT00005014300.1	RNF166
ENSEGOT00005014296.1	CLPB
ENSEGOT00005014303.1	MRAP2
ENSEGOT00005014328.1	MYO9B
ENSEGOT00005014335.1	MYO9B
ENSEGOT00005014338.1	MYO9B
ENSEGOT00005014343.1	MYO9B
ENSEGOT00005014347.1	MYO9B
ENSEGOT00005014350.1	MYO9B
ENSEGOT00005014354.1	MYO9B
ENSEGOT00005014309.1	MANF
ENSEGOT00005014310.1	KCNK3
ENSEGOT00005014312.1	RBX1
ENSEGOT00005014313.1	RBM15B
ENSEGOT00005014317.1	XPNPEP3
ENSEGOT00005014323.1	LOC100224801
ENSEGOT00005014322.1	ST13
ENSEGOT00005014464.1	ABCB7
ENSEGOT00005014478.1	ABCB7
ENSEGOT00005014479.1	ABCB7
ENSEGOT00005014486.1	ABCB7
ENSEGOT00005014325.1	WDR81
ENSEGOT00005014484.1	HOOK3
ENSEGOT00005014488.1	HOOK3
ENSEGOT00005014499.1	HOOK3
ENSEGOT00005014504.1	HOOK3
ENSEGOT00005014508.1	HOOK3
ENSEGOT00005014329.1	LOC100224801
ENSEGOT00005014330.1	SERPINF2
ENSEGOT00005014331.1	SLC25A17
ENSEGOT00005014336.1	SLC25A17
ENSEGOT00005014339.1	MXD1
ENSEGOT00005014341.1	SERPINF1
ENSEGOT00005014344.1	SERPINF1
ENSEGOT00005014362.1	DCAF1
ENSEGOT00005014373.1	DCAF1
ENSEGOT00005014378.1	DCAF1
ENSEGOT00005014342.1	RPL13A
ENSEGOT00005014345.1	MRTFA
ENSEGOT00005014356.1	SMYD4
ENSEGOT00005014352.1	RAB7B
ENSEGOT00005014360.1	RPA1
ENSEGOT00005014364.1	USE1
ENSEGOT00005014366.1	USE1
ENSEGOT00005014370.1	CTSE
ENSEGOT00005014379.1	CTSE
ENSEGOT00005014380.1	LOC100230740
ENSEGOT00005014383.1	LOC100230740
ENSEGOT00005014369.1	RTN4RL1
ENSEGOT00005014376.1	INSR
ENSEGOT00005014377.1	DPH1
ENSEGOT00005014385.1	OVCA2
ENSEGOT00005014402.1	CTSE
ENSEGOT00005014394.1	RAD54L2
ENSEGOT00005014399.1	RAD54L2
ENSEGOT00005014393.1	CYP11A1
ENSEGOT00005014392.1	HIC1
ENSEGOT00005014397.1	PLEKHA2
ENSEGOT00005014396.1	SMG6
ENSEGOT00005014405.1	NR2F6
